,slug,name,last_name,profile_picture,company_picture,company_name,company_role,bio,verticals,vertical
215,marcela-buttazzi,Marcela,Buttazzi,TWFyY2VsYSBCdXR0YXp6aSAxMjY3NCA1OTg1MQ==.jpeg,TWFyY2VsYSBCdXR0YXp6aSAxMjY3NCAxMzk1MSBjb21w.jpeg,Mb carreira & Recolocação ,Mentora de Carreira / Headhunter ,"
Headhunter e Fundadora da MB Carreira & Recolocação desde 2010. 
Tutora EAD na área de Humanas do Grupo Cruzeiro do Sul Educacional desde 2009;
Executive Coach formada pelo Instituto Brasileiro de Coaching (IBC), responsável por mais de 1000 atendimentos em 12 anos de atuação como coach de carreira em organizações e no segmento educacional;
17 anos de experiência na área de Gestão de Pessoas, 
Coautora de 7 livros na área de Desenvolvimento Humano, Liderança e Coaching;
Criadora do Método Empregabilidade Blindada para Transições de Carreira assertivas;
Formada em Administração de Empresas com especialização em Negócios pela Universidade Anhembi Morumbi. Dinâmica Organizacional pela FGV-SP, Psicologia Geral nas Organizações e MBA em Coaching e Liderança;",['CONSULTANT'],carreira
216,emanoel-vianna,Emanoel,Vianna,RW1hbm9lbCBWaWFubmEgMTEzNjMgNjQ0NzE=.jpeg,RW1hbm9lbCBWaWFubmEgMTEzNjMgNjI1MTAgY29tcA==.png,Sicredi,Software Engineer,"Tenho mais de 10 anos de experiência em desenvolvimento de software, sempre atuando como full-stack. Atualmente trabalho junto ao Sicredi, uma das maiores cooperativas financeiras do mundo. Além disso, sou formado em ciência da computação e estou finalizando o mestrado na mesma área.",['WD'],programação
217,francisco-moraes,Francisco,Moraes,RnJhbmNpc2NvIE1vcmFlcyAxNTE4NSA3MTM2.jpeg,RnJhbmNpc2NvIE1vcmFlcyAxNTE4NSA0MzEwMyBjb21w.png,Banco Bmg,Product Designer Especialista,"Designer UI/UX, atualmente trabalho com produtos digitais. Especialista em interface de usuário e design de interação, atuando no processo e jornada do usuário desde a ideação até a entrega e o acompanhamento do produto para os usuários.

Meus projetos utilizam o Design Thinking como abordagem para entender os objetivos e as necessidades do usuário e entregar um produto/serviço sempre funcional e eficaz. Sólida experiência 
com interfaces digitais, mobile, desktop e App (IOS e Android).",['UX'],design
218,carolina-dias-correa,Carolina,Corrêa,Q2Fyb2xpbmEgRGlhcyBDb3Jyw6phIDE0NDUzIDI5OTMw.jpeg,Q2Fyb2xpbmEgRGlhcyAxNDQ1MyAxMzEzNSBjb21w.png,na Sympla e Carolina Corrêa Consultoria,Tech Recruiter Sênior e Mentora de Carreira,"Mineira de Beagá, sou formada em Psicologia desde 2013 e trabalho em RH há mais de 10 anos.

São 8 anos no mercado TECH, atuando como Tech Recruiter e Talent Acquisition Leader, trabalhando com vagas diferentes para área de Desenvolvimento de Software, Design (UI, UX, Product Design), Produto, Dados, Arquitetura entre outras.

Atualmente trabalho na Sympla, maior plataforma de venda de ingressos e gestão de eventos do Brasil com muita tecnologia e design no DNA. E também sou Especialista / Mentora de Carreira, tendo mais de 45 clientes nesses últimos 1 ano e meio.

Também contribuiu direta e indiretamente com empresas como CI&T, Vale, Fiat, Anglo American, BTG, MRV, Itaú, Coca-Cola, J&J, AB-Inbev, Simple Lab Tecnologia, Symplicity, Red Ventures, Letalk e outras.

Sou curiosa de nascença, amo viajar, adoro história e fotografia. Viciada em séries, filmes e mundo nerd.",['CONSULTANT'],carreira
219,bruna-gomes,Bruna,Gomes,QnJ1bmEgR29tZXMgMTIzNzYgNjU2NTc=.jpeg,QnJ1bmEgR29tZXMgMTIzNzYgMjUzODYgY29tcA==.png,iti,Product Manager,"Product Manager, com experiência em empresas como Itaú, VTEX, Donus, Sinch. Sou formada em Administração pela FMU, com especialização da Descomplica em produtos mobile. Entusiasta de growth e product marketing. Bora fazer o melhor case da sua vida? :D",['PM'],gestão de produtos
220,christian-zambra,Christian,Zambra,Q2hyaXN0aWFuIFphbWJyYSAxNTIwNCA0OTE2Ng==.jpeg,Q2hyaXN0aWFuIFphbWJyYSAxNTIwNCA1MDc4OCBjb21w.png,Ifood,Product Manager - Artificial Intelligence,"Product Manager, com experiência em empresas como Ifood, Cabify, Vivo e Itaú, Christian é formado em Engenharia e Publicidade pela USP, possui MBA pela FGV e certificação em Strategic Decisions por Stanford.",['PM'],gestão de produtos
221,marcal-arruda,Marçal,Arruda,TWFyw6dhbCBBcnJ1ZGEgMjQyMDIgMjY2NzM=.jpeg,TWFyw6dhbCBBcnJ1ZGEgMjQyMDIgODI3MjUgY29tcA==.jpeg,Itaú,Product Designer,"Olá! Eu sou o  Marçal, 
migrei para design digital há mais de 3 anos, onde atuo resolvendo problemas reias, de forma colaborativa e criativa, pensando em soluções focadas na experiência do usuário",['UX'],design
222,amanda-rosetti,Amanda,Rosetti,QW1hbmRhIFJvc2V0dGkgMTc1MTkgNDU1OTA=.jpeg,QW1hbmRhIFJvc2V0dGkgMTc1MTkgNDk0NjcgY29tcA==.jpeg,Grupo SBF,Senior Product Designer,"Senior Product Designer, com experiência em empresas como Passei Direto e Grupo SBF (Centauro, Nike Br, NWB, Ventures). Amanda é formada em Comunicação Visual - Design pela UFRJ.","['UX', 'PM']",design
223,monica-fukuda-corandin,Monica,Fukuda,TW9uaWNhIEZ1a3VkYSBDb3JhbmRpbiA0MSAyMjM0MCBhZG0=.jpeg,TW9uaWNhIEZ1a3VkYSBDb3JhbmRpbiAzMjggNTUyNzcgY29tcA==.jpeg,N26,Product Manager,"Product Manager, com experiência em empresas como N26, Grupo SBF, banco BV, Santander e Itaú-Unibanco. Monica é formada em Administração de Empresas pela FGV e possui MBA pela UWE (University of the West of England). ",['PM'],gestão de produtos
224,sabrina-helen-mariano,Sabrina,Helen Mariano,U2FicmluYSBIZWxlbiBNYXJpYW5vIDM3NSA0NjM1Ng==.jpeg,,Lead Dell,UX/UI Designer,"Mentora a 1 ano na Awari, já acompanhei +15 alunos na jornada profissional do curso :D 
Sou UI/UX Designer no Lead - Centro de Pesquisa, Desenvolvimento e Inovação Dell, atuando no desenvolvimento de pesquisas e produtos acessíveis para diferentes tipos de necessidades e deficiências, além de produtos com inteligência artificial, produtos para acessibilidade fabril, realidade aumentada, plataforma de educação e softwares corporativos utilizando modelos de produção de design centrados no usuário e muito mais :D ",['UX'],design
225,alice-yuriko-matumoto,Alice,Yuriko,QWxpY2UgWXVyaWtvIE1hdHVtb3RvIDEyMzE2IDYyMzU4.jpeg,QWxpY2UgWXVyaWtvIE1hdHVtb3RvIDEyMzE2IDI0MTQ5IGNvbXA=.jpeg,BRQ Digital Solutions,HR Analyst - Career and Leadership Development,"HR Analyst - Career and Leadership Development, com experiência em empresas como 
BRQ Digital Solutions e Accenture, Alice é formada em Psicologia pelo Mackenzie. ",['CONSULTANT'],carreira
226,bruno-batalha,Bruno,Batalha,QnJ1bm8gQmF0YWxoYSAzNzIgMTEyODY=.jpeg,QnJ1bm8gQmF0YWxoYSA2NCAyNDY0NF9hZG0=.jpeg,Zax,Head de Produtos,"20 anos de experiência profissional na área de tecnologia, dos quais 12 anos foram em cargos de gestão de produtos digitais, com vivência em empresas multinacionais dos setores de entretenimento para celular, streaming de video, SAAS, fintech e edtechs.",['PM'],gestão de produtos
227,mauricio-alves,Mauricio,Alves,TWF1cmljaW8gQWx2ZXMgMTM1MTUgMjU2Mg==.png,TWF1cmljaW8gQWx2ZXMgMTM1MTUgNTMwNDUgY29tcA==.png,,Product Desginer,Escrevendo...,['UX'],design
228,jackson-junior,Jackson,Júnior,SmFja3NvbiBKw7puaW9yIDI5OSAxOTAyNA==.jpeg,SmFja3NvbiBKw7puaW9yIDI5OSA1NTU0MCBjb21w.jpeg,OLX Brasil,Product Designer Especialista,"+15 anos trabalhando com produtos digitais e conectando aprendizados que formaram minha experiência como Designer Multidisciplinar. 

Nos últimos anos, venho me esforçando para compreender cada vez mais a mente das pessoas, me aprofundando em análises de ciências cognitivas e pesquisas sobre o comportamento do lado humano dos usuários.

www.jacksonjunior.com",['UX'],design
229,regia-facundo,Régia,Porto,UsOpZ2lhIFBvcnRvIDI4MDQ5IDU3MjU1.jpeg,UsOpZ2lhIFBvcnRvIDI4MDQ5IDEzMjU4IGNvbXA=.png,IBMEC,Mentora de Carreira,"Pedagoga  e Supervisora de Carreiras com experiência em empresas como IBMEC e Commcenter, Régia é pós-graduada em Gestão de Pessoas e Gestão Empresarial. ",['CONSULTANT'],carreira
230,murilo-muniz,Murilo,Muniz,TXVyaWxvIE11bml6IDE0OTgwIDExNjQ0.jpeg,TXVyaWxvIE11bml6IDE0OTgwIDc0MDczIGNvbXA=.jpeg,PicPay,Product Design Manager,,"['UX', 'PM']",design
231,janaina-silva,Janaina,Silva,SmFuYWluYSBTaWx2YSAxNzQ1MCA4NTgzMQ==.jpeg,SmFuYWluYSBTaWx2YSAxNzQ1MCAzNDY3OSBjb21w.jpeg,Enel,Consultora Carreira,"""Hr Business Partner, com experiência em empresas como Enel, Stefanini e Akzonobel, formada em Gestão de Recursos Humanos pela Uniabc e possui MBA em Psicologia organizacional pela Estácio, atuando a mais de 10 anos no desenvolvimento de carreira corporativa.""",['CONSULTANT'],carreira
232,luiza-pires-pires,Luiza,Pires,THVpemEgUGlyZXMgMjU1NzIgNTkzNjk=.jpeg,THVpemEgUGlyZXMgMjU1NzIgNTIyOTYgY29tcA==.png,CI&T,Business Partner,,['CONSULTANT'],carreira
233,hendrik-funari,Hendrik,Funari,SGVuZHJpayBGdW5hcmkgMjIzMTUgODQ5MDg=.jpeg,SGVuZHJpayBGdW5hcmkgMjIzMTUgODYxOTcgY29tcA==.png,Passei Direto,Product Designer,"Product Designer na Passei Direto, com experiência em projetos de empresas como Burger King, VR Benefícios e Algar telecom.  Cursei Sistemas de Informação na UFU e tenho diversos cursos de especialização em UX Design, UI Design, UX Writer, entre outros.","['UX', 'PM']",design
234,paulo-henrique-martins,Paulo,Henrique Martins,UGF1bG8gSGVucmlxdWUgTWFydGlucyAxMTY1NSA1MjY2OA==.jpeg,,,,,['UX'],design
235,tiago-resmini,Tiago,Resmini,VGlhZ28gUmVzbWluaSA5NzEwIDIxNzMx.jpeg,,OLX Brasil,Product Manager,"Sou engenheiro e atuo com gestão de produtos digitais desde 2016. Comecei na RD Station e hoje estou na OLX Brasil. Posso ajudar com transição de carreira, análises de dados e como atuar com produtos mais técnicos (produtos de dados ou plataformas, por exemplo).",['PM'],gestão de produtos
236,andre-withoeft,André,Withoeft,QW5kcsOpIFdpdGhvZWZ0IDIwNTMxIDQxODkx.jpeg,QW5kcsOpIFdpdGhvZWZ0IDIwNTMxIDc5ODQxIGNvbXA=.png,Caju,Product Designer,Product Designer com experiências em empresas como C6 Bank e atualmente Caju. Pós graduado em Design de Interação pela PUC Campinas.,['UX'],design
237,ariel-tonglet,Ariel,Tonglet,QXJpZWwgVG9uZ2xldCA5NTAwIDgwMDM2.jpeg,QXJpZWwgVG9uZ2xldCA5NTAwIDExNzc4IGNvbXA=.png,Kunumi,Senior front-end developer,"Senior front-end developer, com experiência em empresas como Folha de S.Paulo, Nexo Jornal e Estado de São Paulo, Ariel é formado em Artes Visuais pela Unesp e é especializado em visualização de dados e projetos interativos",['WD'],programação
238,felipe-spina,Felipe,Spina,RmVsaXBlIFNwaW5hIDMyMDA0IDc3ODM4.jpeg,RmVsaXBlIFNwaW5hIDMyMDA0IDU3ODU1IGNvbXA=.png,Infracommerce,Solution Manager,"Sou apaixonado por gerar resultados de negócio e impactar a vida das pessoas seja por meio de produtos digitais ou acelerando a carreira de meus pares ou liderados! Hoje lidero um time de soluções de e-commerce para B2B, passei por diversos contextos de produtos em empresas como (Infracommerce, CI&T, Bradesco e Grupo SBF), além de ter experiências em projetos de Corporate Venture. Tenho formação em Gestão Financeira (Uninove) e Gestão de Políticas Públicas (USP).


",['PM'],gestão de produtos
239,paulo-pestana,Paulo,Pestana,UGF1bG8gUGVzdGFuYSAyNDE5OCA0NjI1OQ==.jpeg,UGF1bG8gUGVzdGFuYSAyNDE5OCA3NTAxOSBjb21w.png,Lilly Estetica,Data Engineer / Data Scientist,"Senior Data Engineer, com experiência em empresas de marketing de afiliados (Afilio e Admitad) e agências de publicidade (Artplan e WMccan).
Co-fundador do Laboratório Pyrata, pós-graduando em ML e IA pela Infnet/RJ e com mestrado em Ciência da Computação pelo CEFET/RJ em andamento com foco em NLP.
",['DS'],ciência de dados
240,sabine-shuur,Sabine,Schuur,U2FiaW5lIFNjaHV1ciAzMDcwOCA5MTgxMQ==.jpeg,U2FiaW5lIFNjaHV1ciAzMDcwOCA2MDQ5NCBjb21w.jpeg,Sabine Schüür Consultoria Organizacional,Consultora de Carreira,"Sabine Schüür, Psicóloga pela Universidade de Caxias do Sul com  Especialização em Gestão de Pessoas pela Universidade de Caxias e do Sul, e MBA em Gestão Empresarial pela Fundação Getúlio Vargas. Formação em Líder Coaching pelo BCI. Experiência em mais de 15 anos em desenvolvimento e gestão de pessoas em organizações de diferentes portes e segmentos, atuando em empresas no recrutamento e seleção,  treinamento e desenvolvimento de liderança e equipes, outplacement e desenvolvimento de carreira.",['CONSULTANT'],carreira
241,adria-meira,Adria,Meira,QWRyaWEgTWVpcmEgMTQ5NDEgNjQxOTA=.jpeg,QWRyaWEgTWVpcmEgMTQ5NDEgMzkwNSBjb21w.jpeg,Okcoin,Product Designer,"Product Designer Pl., com experiência em empresas como Yellow e Cobli. Adria é formada em Comunicação Social - Midialogia pela Unicamp. Tem mais de 7 anos de experiência na área de Design, trabalhando atualmente para uma fintech americana de criptomoedas.",['UX'],design
242,arlete-pinto,Arlete,Pinto,QXJsZXRlIFBpbnRvIDMwNzczIDg0MjE3.jpeg,QXJsZXRlIFBpbnRvIDMwNzczIDIxMDgxIGNvbXA=.png,PicPay,Product Design Manager,"Trabalho no mercado há 7 anos. Tenho experiência em construção de marca, Produto, UX Design e gestão de time.


Iniciei minha carreira na fundação da Zaitt e Americanas Delivery, depois passei pela Petlove, Azul Linhas Aéreas, TC (Comunidade de investidores), Octadesk e atualmente trabalho como consultora, freelancer, mentora e produtora de conteúdo. 


Como mentora, desejo ajudar pessoas a desenvolverem o máximo dos seus potenciais, direcionando para que elas possam entregar os melhores resultados e alcançar voos cada vez mais altos.
",['UX'],design
243,janaina-marchesi,Janaina,Marchesi,SmFuYWluYSBNYXJjaGVzaSAyMDQ0OCA3NTk0Nw==.jpeg,SmFuYWluYSBNYXJjaGVzaSAyMDQ0OCAyODE3MSBjb21w.png,iFood,Data Analysis Specialist,"Data Analysis Specialist, com experiência em empresas como PUC-Rio e iFood, Janaina é formada em Engenharia de Produção pelo IFES e possui Doutorado em Engenharia de Produção com foco em otimização e dados pela PUC-Rio.
",['DS'],ciência de dados
244,guilherme-ponce,Guilherme,Ponce,R3VpbGhlcm1lIFBvbmNlIDE1MTc5IDYwNzEz.jpeg,R3VpbGhlcm1lIFBvbmNlIDE1MTc5IDczNSBjb21w.jpeg,Betterfly,Product Designer,"Product Design Lead com experiência em empresas como Betterfly e Write a Feature, Guilherme é formado em BCC pela UFLA e tem MBA em ADM pela PUCRS.",['UX'],design
245,wilson-fao,Wilson,Fão,V2lsc29uIEbDo28gMTUxOTggNTA5MTM=.jpeg,V2lsc29uIEbDo28gMTUxOTggMjc4MDMgY29tcA==.jpeg,Kenlo,Design Manager,Lidero times de designers. Construimos produtos digitais e experiências que encantam.,['UX'],design
246,leticia-mortimer-rodrigues,Letícia,Mortimer,TGV0w61jaWEgTW9ydGltZXIgUm9kcmlndWVzIDExMDg4IDc5ODUx.jpeg,TGV0w61jaWEgTW9ydGltZXIgMTEwODggNTk3ODYgY29tcA==.png,Psicóloga,Mentora de carreira,"Psicóloga e Mentora de carreira, com mais de dez anos de atuação na área de Gestão de pessoas em empresas multinacionais e startups. Formada em Psicologia pela UFSJ e pós-graduada em Psicologia Organizacional pela UMESP. ",['CONSULTANT'],carreira
247,mauricio-camillo,Mauricio,Camillo,TWF1cmljaW8gQ2FtaWxsbyAzOTI1MyA0NTEwMg==.jpeg,TWF1cmljaW8gQ2FtaWxsbyAzOTI1MyA3MTg3MSBjb21w.jpeg,GFT Technologies,Software Architect,"Engenheiro de Software com +20 anos de experiência em empresas no Brasil e nos EUA como IBM, Bovespa, DeutscheBank e NatWest, Maurício é formado em Engenharia de Computação pela UNICAMP, com pós graduações em Engenharia de Software e Computação em Nuvem e certificação em Google Cloud",['WD'],programação
248,renata-pereira,Renata,Pereira,UmVuYXRhIFBlcmVpcmEgMjY0NTUgNTIyMDQ=.jpeg,UkVOQVRBIERFIFBBVUxBIDI2NDU1IDE2MjQxIGNvbXA=.png,C3Gi,Mentora de Carreira & Liderança,"Mentora de Carreira & Liderança há 5 anos, com mais de 20 anos de experiência em gestão em empresas do segmento de consultoria em Gestão de Pessoas, Prestação de Serviço e Engenharia Consultiva. Especialista em Inteligência Emocional pela SBIE, MBA em Gestão Ágil de Projetos pelo Senai/SC, MBA em Gestão Empresarial pela FGV, Formação Pedagógica pela FEUP de Portugal, Disciplinas de Doutorado em Gestão e RH pela FEP em Portugal, graduada pela UFSC, Business & Executive Coaching pelo IBC e Analista Comportamental pela Solides.",['CONSULTANT'],carreira
249,juliana-morgado,Juliana,Morgado,SnVsaWFuYSBNb3JnYWRvIDI5ODI5IDY0Mzkx.jpeg,SnVsaWFuYSBNb3JnYWRvIDI5ODI5IDY4ODgwIGNvbXA=.jpeg,Cogna Educação,Recruiter ,"Psicóloga pós graduanda em Gestão de Pessoas.
Tenho experiência com consultoria para negócios e nos últimos 3 anos tenho mergulhado no mundo tech, atuando com Recrutamento e Seleção e desenvolvimento de carreira de profissionais de diferentes áreas de Tecnologia.",['CONSULTANT'],carreira
250,rafael-teixeira,Rafael,Rodrigues,UmFmYWVsIFRlaXhlaXJhIDIyMjMzIDQ2NTc4.jpeg,UmFmYWVsIFRlaXhlaXJhIDIyMjMzIDg0MTAwIGNvbXA=.jpeg,BOSCH,Gerente de Inteligência de Mercado América Latina,,['PM'],gestão de produtos
251,mailton-lima,Mailton,Lima,TWFpbHRvbiBMaW1hIDIyMzMzIDE3MzU5.png,TWFpbHRvbiBMaW1hIDIyMzMzIDcwNzk4IGNvbXA=.png,Conta Azul,Product Design Manager,"O curioso de carreira, e que vem trilhando um caminho de objetivos e propósitos relacionados a área de UX e seus diversos cenários de atuação. Gosto dos desafios e acima de tudo gosto de pessoas, com suas dores e expectativas.

Trabalho durante todos os estágios de co-criação e criação de soluções digitais. Pesquisando com os usuários, acompanhando o levantamento de requisitos, montando arquitetura de produtos, projetando e validando as versões de baixa e alta fidelidade, e sempre executando e monitorando testes ao longo da evolução das soluções. 

Recentemente atuei na liderança na frente de UX em um dos Studios da Accenture Brasil, atuando no acompanhamento e execução de novas soluções de diversos players de mercado. E hoje estou trabalhando na Conta Azul como Product Design Manager liderando o time de design de produto de uma das soluções do core business da empresa.","['UX', 'PM']",design
252,edilson-pecanha,Edilson,Peçanha,ZWRpbHNvbiBQZcOnYW5oYSA1NzMgMjkyMzcgYWRt.jpeg,RWRpbHNvbiBQZcOnYW5oYSAxNTUyNCA5OTY1MCBjb21w.png,brMalls,Engenheiro de Dados Especialista,"Specialist Data Engineer, com experiência em empresas como brMalls, TIM e Telecine, Edilson é formada em Ciência da Computação pela UVA e possui Especialização em Ciência de Dados e Big Data pela PUC Minas.

Carioca, tricolor, do rock, baterista, jogador de basquete, amigo, pai do Yori e do Zion, filho, irmão! ",['DS'],ciência de dados
253,bruno-marques,Bruno,Marques,QnJ1bm8gTWFycXVlcyA0MzQ4IDMxNTIy.jpeg,QnJ1bm8gTWFycXVlcyA0MzQ4IDUyNjQ2IGNvbXA=.jpeg,Glofox,Senior Product Designer,"Product Designer, com experiência em empresas como Glofox, EBANX, PicPay e Serasa Experian, Bruno é formado em Publicidade e Propaganda pela Universidade Estácio de Sá.",['UX'],design
254,felipe-de-freitas,Felipe,de Freitas,RmVsaXBlIGRlIEZyZWl0YXMgMjU4MzMgOTA3ODI=.jpeg,RmVsaXBlIGRlIEZyZWl0YXMgMjU4MzMgMzA1NDggY29tcA==.jpeg,will bank,Data Scientist,"Atuo com dados desde o início da carreira, em 2014. Trabalhei com consultoria atendendo as mais diversas indústrias, migrei em 2017 para o ramo de tecnologia. Hoje sou cientista de dados na will bank, atuando em credit scoring.",['DS'],ciência de dados
255,hugo-anjos,Hugo,Anjos,SHVnbyBBbmpvcyAxMzU5MiA5Nzk2OA==.jpeg,,B3,Java Developer,"Apaixonado por tecnologia e pessoas. Atuo como Analista e desenvolvedor JAVA à mais de 5 anos.
Já atuei como Arquiteto de Software e Soluções por 1 ano. 
Nas horas livres, gosto de incentivar as pessoas a entrarem no mundo da tecnologia.",['WD'],programação
256,felipe-goncalves,Felipe,Gonçalves,RmVsaXBlIEdvbsOnYWx2ZXMgMTE1NDQgMjM0MDk=.jpeg,,,,,[],carreira
257,rodolfo-uchida,Rodolfo,Uchida,Um9kb2xmbyBVY2hpZGEgNzMwIDk2NTY3.jpeg,Um9kb2xmbyBVY2hpZGEgNzMwIDIwMDc1IGNvbXA=.jpeg,Semantix AI,Data Science Manager,"Atuo no mercado de Inteligência Artificial há 7 anos, fui cientista de dados e hoje sou gestor de grandes equipes de cientistas, tenho vasta experiência em mentoria e desenvolvimento de carreira. Sou formado em Matemática pela UFABC com extensão pela University of British Columbia e MBA Internacional pela FIA-USP. ",['DS'],ciência de dados
258,bruna-zilio,Bruna,Zilio,QnJ1bmEgWmlsaW8gMzg1IDcxNDAy.png,QnJ1bmEgWmlsaW8gNzcgODk0NTBfYWRt.jpeg,,,,['UX'],design
259,lady-gonzaga,Lady,Gonzaga,TGFkeSBHb256YWdhIDExMjUxIDQ2Nzkw.jpeg,,,,,['UX'],design
260,danieli-baldassari,Dani,Baldassari,RGFuaWVsaSBCYWxkYXNzYXJpIDMwOCA3MTUwNQ==.jpeg,RGFuaWVsaSBCYWxkYXNzYXJpIDMwOCA3NzE1MiBjb21w.jpeg,Arezzo&co,Head of UX Design,"Apaixonada por Design, tecnologia e educação!
Atualmente sou responsável pela gestão do time de UX Design na Arezzo&co.
Uma vez ou outra me aventura na produção de eventos culturas locais e faço parte do coletivo Hardcore Contra o Fascismo.","['UX', 'PM']",design
261,juliana-albuquerque-fontolan,Juliana,Albuquerque Fontolan,SnVsaWFuYSBBbGJ1cXVlcnF1ZSBGb250b2xhbiAzNDkgMjU3NA==.jpeg,,,,,['DS'],ciência de dados
262,marcella-de-deus,Marcella,de Deus,TWFyY2VsbGEgZGUgRGV1cyA4OTkwIDIzMjE5.jpeg,,Tribunal de Contas do Estado de São Paulo,Agente de Fiscalização,"Administradora de Empresas, e eterna interessada em pessoas. 

Sou servidora pública no Tribunal de Contas do Estado de São Paulo e sigo a paixão em estar conectada às pessoas! Pós graduada em Inteligência Competitiva e extensão em Gestão de Pessoas. Ter empatia e ser um bom ouvinte sempre foram características que me acompanharam desde muito cedo. A melhor liga dessas habilidades veio com a conclusão da Pós Graduação em Psicologia Organizacional. Minha trajetória em Recursos Humanos se estende às mentorias de carreira e aconselhamento profissional, um fascínio à parte. 

Sou uma ""pessoa de pessoas"" e a habilidade de criar relacionamentos transmitindo confiança é um ponto forte do meu perfil. Acredito que podemos impactar positivamente um ambiente e transformar qualquer situação desafiadora.

Aqui na Awari já mentorei aproximadamente 8 profissionais e, para cada um deles, pensamos juntos estratégias individuais para percorrer o trajeto até o tão sonhado SIM!",['CONSULTANT'],carreira
263,juliana-goncalves,Juliana,Gonçalves,SnVsaWFuYSBHb27Dp2FsdmVzIDExNzMzIDg1NDc1.jpeg,,,,,"['UX', 'PM']",design
264,hideki-katsumoto,Hideki,Katsumoto,SGlkZWtpIEthdHN1bW90byAxMzUzMyA1NTIwMQ==.jpeg,,Nubank,Design Manager,"Hi, I’m Hideki!

As a truly designer enthusiast, I love to solve problems through projects that deliver simple and delightful experiences to people. I graduated in Graphic Design and I have been working with digital projects over the last 14 years, helping different brands to develop products and services by a creative way, working in multidisciplinary teams. ",['UX'],design
265,edwin-damasio,Edwin,Damasio,RWR3aW4gRGFtYXNpbyAxMDEyOSA0MDAyNA==.png,,,,,['CONSULTANT'],carreira
266,pedro-blumenschein,Pedro,Blumenschein,UGVkcm8gQmx1bWVuc2NoZWluIDQzIDUzNDIzIGFkbQ==.jpeg,UGVkcm8gQmx1bWVuc2NoZWluIDMzMCAzNzQ1MCBjb21w.png,Bitpanda,Senior Product Manager,"Senior Product Manager @ Bitpanda, com experiencia no Brasil e no exterior, trabalhando em  🦄 Unicórnios e 🚀 Startups. Atualmente vivendo na Espanha e atuando no segmento de Fintech e Crypto exchange. ",['PM'],gestão de produtos
267,caio-rossini,Caio,Rossini,Q2FpbyBSb3NzaW5pIDEyMDk1IDQ2NDkx.jpeg,Q2FpbyBSb3NzaW5pIDIyMCA1ODczMl9hZG0=.jpeg,Alice,Product Designer | Design System | DesignOps,"Product Design Manager, com experiência em empresas como Alice, Mercado Livre, C6 Bank, Caio é formado em Design pela ESPM-SP e é especialista em DesignOps e Design System.",['UX'],design
268,alessandra-moregola,Alessandra,Moregola,QWxlc3NhbmRyYSBNb3JlZ29sYSAyOTExNyA3NjYy.jpeg,,Autônoma ,Orientadora/Mentora de Carreira ,"Tech Recruiter e Orientadora de carreira com experiência em empresas como Loggi, Guiabolso e GeekHunter, Alessandra é formada em Psicologia e RH, pós-graduada em Analytics em Big Data pela FIA,  além de ter especialização em Orientação de Carreira.",['CONSULTANT'],carreira
269,lara-habib,Lara,Habib,TGFyYSBIYWJpYiAzOTMgNjI1MjY=.png,,,,,['UX'],design
270,fabiane-zambon,Fabiane,Zambon,RmFiaWFuZSBaYW1ib24gNzMgODM4NzUgYWRt.jpeg,,,,,"['UX', 'PM']",design
271,melody-bruni,Melody,Bruni,TWVsb2R5IEJydW5pIDM1OCA1OTE0OQ==.jpeg,TWVsb2R5IEJydW5pIDM1OCA5ODg2OSBjb21w.jpeg,Iteris Consultoria e Software,Product Designer,"Olá, me chamo Melody e sou Product Designer com 1 ano de experiência em Design de Produtos. Mais de 06 anos de experiência em design com formação em Produção Multimídia e Publicidade e Propaganda.",['UX'],design
272,felipe-garcia,Felipe,Garcia,RmVsaXBlIEdhcmNpYSAxMjYgMjQ0MjggYWRt.jpeg,,,,,['PM'],gestão de produtos
273,otavio-limao,Otávio,Limão,,,,,,['PM'],gestão de produtos
274,joana-marmora,Joana,Marmora,Sm9hbmEgTWFybW9yYSAzOTkxMSA4NjU5NA==.jpeg,Sm9hbmEgTWFybW9yYSAzOTkxMSA4NzUzNCBjb21w.png,Fundadora da JM RECRUTA,Tech Recruiter | Headhunter | Jobhunter | RH | Palestrante | Mentora de Carreira,"Psicóloga, pós-graduada em Recursos Humanos. Tenho 12 anos de experiência em recursos humanos e recrutamento e seleção, sendo os últimos 2 anos focada em Recrutamento Tech. 

Fundei a JM RECRUTA com o propósito de ter autonomia e poder utilizar minhas experiências para agregar valor a diferentes empresas e também pessoas físicas como no caso de mentorias.  

Na JM Recruta ofereço os serviços:

Recrutamento e Seleção de ponta a ponta de profissionais de acordo com a demanda dos clientes; 
Hunting para vagas de tecnologia e gerenciais;
Jobhunter - Consultoria de Carreira e Recolocação Profissional para pessoa física;
Palestrante de Recursos humanos, carreira e recolocação profissional;
Mentoria de carreira;

A mentoria é um grande realização pessoal, pois me permite contribuir ativamente para o desenvolvimento das pessoas, unindo atuação como psicóloga e minha vasta experiência em recrutamento, é unir duas paixões! 
",['CONSULTANT'],carreira
275,pedro-amancio,Pedro,Amancio,UGVkcm8gQW1hbmNpbyAxMTk3MSA1MDI4.png,,,,,['PM'],gestão de produtos
